study_hours,attendance,previous_marks,assignment_scores,passed
7.96560443700367,92.32428766972313,59.52698656572183,68.32758417950723,1
4.949905957768471,90.85676897463227,48.057711601817715,63.14321203640486,0
8.727381279202442,65.46883338848951,70.2983749045405,37.32977884218061,1
7.276312261534275,78.8846315769574,54.02245467903427,97.38534395139932,1
1.8475961309888458,82.2707119315005,37.16359005664182,41.69517446846032,0
9.780601164730804,94.0482529199205,60.104002649411626,37.67014106481505,1
7.850257317913177,82.13982208024265,63.44796050541022,50.994329747821,1
8.074578747492584,73.56572061731562,48.53557209225266,39.25947820469486,1
2.1530226940799126,71.83828195332322,69.34747598732693,64.58265975676456,0
5.053473441060104,74.16469388680795,68.94631402591526,68.54570708171231,0
4.337182218093231,84.33689615109884,77.12013086662228,55.31704668685796,1
9.340884899637416,94.03707842885461,73.87690893207261,38.312431367367594,1
6.794786080725981,75.42535969343349,74.1459833912619,42.25402393619974,1
8.40485451943747,66.15278033281112,53.972849109442585,59.992784569345325,1
4.99072778944598,65.64980633489115,82.24593331915723,38.93434930372485,1
3.0451484960629918,88.57064261095509,67.94866301598077,80.38233216464437,1
5.991263083142513,91.74559435407596,60.885091710793404,48.45633519911278,1
1.574355304937578,59.73751359343562,72.56074885646342,54.6346519709365,0
8.44868054793324,57.99514856298302,56.63944006701526,60.618175516576336,1
6.684979592098584,81.74951486904033,65.7643546764055,62.079626149494615,1
7.822789660768365,61.577795988671426,79.20234130893321,35.107945998862036,0
4.190733713168815,92.10988857053536,88.18417320342246,42.284574114915344,1
9.736282219554129,68.96506032658336,90.2634318377115,91.07969664315706,1
9.038090091899779,61.47423698370142,65.21797551098595,35.08014906327403,0
8.005451473663857,96.44367126193526,66.21650688443415,68.03087812783687,1
2.751748370667708,62.44892752308752,82.99222464583019,66.81763042296853,0
5.200489033543308,67.8124037052071,53.86704150465208,56.65112046569146,0
1.394233892085059,61.91260278364264,85.24294174070411,63.03625630951923,0
2.3886054286079306,60.19705286494097,64.6484987910454,85.73777393922798,0
7.147440579182092,55.951660735139804,41.951403460116104,89.67824090397217,1
7.702859403170354,57.492793412391705,39.32354882437662,51.92265532199126,1
9.70758759190789,62.85886619211337,85.51959266236778,55.961878662902436,1
3.9324282232433676,57.40218696822289,38.334075014412676,50.76138544684163,0
4.33413735431382,81.6014717249937,51.836686168019355,66.19112103581924,1
5.226002301482271,85.63215370597779,55.047802430092744,79.41179324782284,1
2.705242231758571,72.71337055744127,45.37966671149563,49.83643690512233,0
2.169293548019245,69.30959936284222,53.83360218811936,56.497823233566336,0
5.281344336033404,77.70368066600035,79.56155400350514,95.47500014329478,1
3.042184141457957,94.37522240055739,35.88097061360425,38.157003840052276,0
7.028325952142593,93.30092320699927,84.63040547124118,64.9500243405718,1
4.934367269850977,56.95637779057564,86.3928814144735,81.25127270379056,1
8.494103764520537,63.16742843184358,57.33569439149289,44.77951075123582,1
7.302385918020242,65.65351919969783,44.21677394363809,38.07931130035632,0
3.8112997724383697,66.22244091244953,71.05042447670485,43.9833491565045,0
8.49033821255681,80.70546932842477,42.18035335189366,94.7235075794944,1
8.242879217471216,73.73180915664365,56.89516166469515,35.60188581837302,1
4.487305411271571,57.21643539674173,92.50575085405833,47.24092836273787,1
3.5949529353721967,71.81263623068072,94.72786835501823,37.033428338606896,0
7.14245953577478,78.56888269229367,81.32629348127514,42.190915391543214,1
2.257772352483788,59.57523563066722,53.657690595245974,75.30970363083927,0
2.799173822275975,92.50563492048519,76.25990294996555,50.706529068040574,0
1.0662604277590497,57.33828399092969,77.32438192904075,71.998783277994,0
8.082319397519246,96.61788410581279,58.27050170981899,73.3626998797982,1
6.983657709328289,59.4600913710944,73.45331807516956,90.21329665083564,1
7.346488407637016,92.96087282189887,35.64365869854058,35.308190539271806,0
8.026561279197711,95.61939147674278,47.54345951613449,90.46901485725384,1
5.13024197984506,99.08068062639667,66.50529817803567,75.24274061775331,1
6.118670763576044,91.0911646123117,44.82507825549775,45.578326596822244,1
2.258172983148917,90.0764893347098,44.95441207259202,85.24093022879346,0
2.030770661823761,83.91174741979964,85.17825743301427,90.60695021638807,0
7.015626656114245,90.05483595601581,94.34798016101632,51.527126444020226,1
5.239865855288192,61.05484937859162,68.35816568170691,94.72158925867426,1
6.087124958330699,79.12306161764369,85.3441838529028,64.53973296941275,1
7.88498971674423,78.14002915856865,94.41929985957636,74.2225895316659,1
6.712464880005317,93.5907464855151,43.49575331412648,99.00221968514684,1
5.982214605921962,75.82597145170821,61.89473679526107,58.499845111547955,1
6.032864446708722,72.3290273245159,58.55436295051519,87.85535747830733,1
3.7355508825635098,83.78034720566995,39.8029570187711,55.69594265884987,0
1.2773605111114548,66.99084928753807,80.31981036768467,86.94887894569692,0
4.9304565030912615,61.28957849292806,61.02674163935558,74.04770472607177,1
2.931262055375763,76.50447733106856,63.15961605142408,49.063120189651094,0
4.676757793521725,73.76002158676982,44.04037842879441,61.91169609630036,0
8.680627659413496,65.46564732379932,45.85559913385209,55.64631623363151,1
3.1054553727880667,71.53803145518076,89.42621732937289,40.07704555022365,0
1.5247246752015942,71.48766024218114,37.678945338456735,36.939260056480336,0
3.532455028197969,69.73730039856454,48.97113709662237,57.52111260146676,0
3.6423438199001525,72.0758835877118,52.5235598188717,36.23721960813663,0
6.957248632542056,85.85845054551754,64.41185254409518,45.756704242815374,1
6.013289371071505,68.35944135570784,70.18671038088775,82.13691585530647,1
8.05508388195772,97.69860670219032,64.59739855103999,81.02593031943321,1
6.9788218629464875,96.235660879218,40.04692007341292,83.00772511972988,1
4.657481752960635,76.64096927350354,49.62004724334281,55.61495612344862,0
8.326183461994312,69.77625422521099,85.61530308575247,92.8512647126502,1
2.5027562791693354,79.09456554235014,73.25532202870755,73.5989856218491,0
1.2044086582047444,93.1852219948131,73.94894300805646,43.19171221353072,0
1.8104307469807757,84.36643032520459,75.2121953210813,44.34171299460972,0
7.501234155368053,91.1976322576185,80.77418114237175,80.0512027504306,1
5.156895072262486,78.97250242295831,38.48650890328684,46.24135586873507,0
2.451446011302416,83.48129331704294,56.99650309595674,67.97402560283282,0
5.509402975930271,67.96700263821077,67.37164611570071,99.4653409353662,1
2.3708089244185158,88.07019230396308,55.30738899783956,35.26049430766707,0
7.266883375699624,64.10820669065733,85.6687323972312,36.0776871233412,1
5.015406480166276,86.26591579683242,63.954350515237635,99.55049782548292,1
4.429191034868342,93.73235807466523,81.11765536756275,73.00152421872076,1
3.7136088023308886,60.944627678569475,86.12093101287014,43.249148408703356,0
6.672543338069996,82.64708832438639,65.28748897420988,93.3246429840161,1
4.256313494980514,59.279308670347056,89.573134632281,92.22471950829998,1
1.7888492738449089,87.65720327221422,70.22743643221884,69.8530268522394,0
2.062053119084638,58.80219484705841,86.01645793002331,75.41648194094918,0
9.65707898094563,97.11729202152817,55.43544773549146,52.75716744755697,1
9.177226216368464,61.1833568517011,64.92901751188911,38.283780264180336,1
7.297364204296746,98.14961106590862,66.88466246027465,73.64689457790618,1
3.392829653135676,91.03978792382935,41.29878295376423,54.15908755817959,0
9.722587396129516,81.71569020098593,58.91315040209244,78.13536803292288,1
8.008758135692151,90.21808470832961,90.04026035310056,89.35593649476908,1
7.45201170243096,90.78016775423887,72.84993442188454,36.18043535443366,1
5.044253519294098,97.57121782677987,45.65039494621805,73.72139535457228,1
3.450174056606431,66.40225092276343,55.3313381365763,50.033235079645394,0
1.8675186593814936,81.55341529112391,46.49618057976199,91.80275236374709,0
9.123421568894575,59.27721389039806,36.48938790791435,51.48819292651885,1
5.1019866085025,82.72745650108546,90.6476275102416,74.70005866030219,1
2.821270283157073,62.7081086841755,61.89243969541229,70.98015460582474,0
3.7536096173558726,80.42277751625988,53.452104345247164,60.75082250385118,0
